"order_date","order_year","order_month","month_number","category","sales","quantity","discount","profit"
"2017-10-01","2017","October","10","Office Supplies","241.96","2.0","0.0","60.49"
"2017-10-01","2017","October","10","Furniture","108.608","4.0","20.0","9.5032"
"2017-07-28","2017","July","7","Office Supplies","9.984","4.0","20.0","3.6192"
"2017-07-28","2017","July","7","Office Supplies","14.98","1.0","0.0","4.1944"
"2017-07-28","2017","July","7","Technology","1145.6","4.0","20.0","100.24"
"2017-07-31","2017","July","7","Office Supplies","54.816","3.0","20.0","17.8152"
"2017-07-29","2017","July","7","Office Supplies","2.896","2.0","20.0","0.4706"
"2017-07-29","2017","July","7","Technology","124.792","1.0","20.0","15.599"
"2017-12-09","2017","December","12","Office Supplies","189.0","1.0","0.0","68.04"
"2017-06-26","2017","June","6","Furniture","526.45","5.0","0.0","31.587"
"2017-07-09","2017","July","7","Office Supplies","228.92","5.0","20.0","14.3075"
"2017-12-05","2017","December","12","Technology","205.03","7.0","0.0","67.6599"
"2017-04-20","2017","April","4","Furniture","44.4","2.0","60.0","-52.17"
"2017-11-21","2017","November","11","Office Supplies","56.56","2.0","0.0","15.2712"
"2017-11-21","2017","November","11","Office Supplies","5.56","2.0","0.0","1.4456"
"2017-11-21","2017","November","11","Office Supplies","9.02","2.0","0.0","3.5178"
"2017-11-21","2017","November","11","Office Supplies","8.62","1.0","0.0","2.2412"
"2017-11-21","2017","November","11","Technology","659.976","3.0","20.0","49.4982"
"2017-06-16","2017","June","6","Furniture","1212.96","7.0","20.0","90.972"
"2017-06-16","2017","June","6","Office Supplies","18.54","2.0","0.0","8.7138"
"2017-02-06","2017","February","2","Furniture","359.97","3.0","0.0","79.1934"
"2017-10-12","2017","October","10","Office Supplies","7.968","2.0","20.0","2.6892"
"2017-09-17","2017","September","9","Office Supplies","12.96","2.0","0.0","6.3504"
"2017-12-20","2017","December","12","Office Supplies","6.48","1.0","0.0","3.1104"
"2017-12-20","2017","December","12","Office Supplies","6.984","1.0","20.0","2.3571"
"2017-12-02","2017","December","12","Office Supplies","47.96","5.0","20.0","4.1965"
"2017-10-30","2017","October","10","Furniture","97.568","2.0","20.0","-6.098"
"2017-10-30","2017","October","10","Furniture","614.272","8.0","20.0","-23.0352"
"2017-10-30","2017","October","10","Furniture","199.98","2.0","0.0","37.9962"
"2017-11-17","2017","November","11","Office Supplies","35.04","2.0","0.0","12.264"
"2017-06-01","2017","June","6","Office Supplies","17.48","5.0","20.0","1.311"
"2017-06-10","2017","June","6","Office Supplies","16.4","5.0","0.0","4.756"
"2017-01-08","2017","January","1","Furniture","892.98","2.0","0.0","80.3682"
"2017-12-23","2017","December","12","Furniture","181.95","3.0","0.0","38.2095"
"2017-09-17","2017","September","9","Furniture","723.92","4.0","0.0","188.2192"
"2017-09-17","2017","September","9","Office Supplies","106.32","3.0","0.0","49.9704"
"2017-11-05","2017","November","11","Technology","390.75","5.0","0.0","171.93"
"2017-06-11","2017","June","6","Furniture","280.792","1.0","20.0","35.099"
"2017-06-11","2017","June","6","Office Supplies","68.448","4.0","20.0","7.7004"
"2017-06-11","2017","June","6","Office Supplies","88.04","5.0","20.0","6.603"
"2017-06-11","2017","June","6","Office Supplies","15.872","1.0","20.0","1.984"
"2017-06-11","2017","June","6","Office Supplies","215.592","3.0","20.0","-48.5082"
"2017-07-20","2017","July","7","Office Supplies","14.62","2.0","0.0","6.8714"
"2017-07-20","2017","July","7","Office Supplies","416.32","2.0","0.0","112.4064"
"2017-07-20","2017","July","7","Office Supplies","43.0","5.0","0.0","20.21"
"2017-07-20","2017","July","7","Furniture","182.94","3.0","0.0","27.441"
"2017-07-20","2017","July","7","Office Supplies","60.83","7.0","0.0","30.415"
"2017-07-20","2017","July","7","Technology","389.97","3.0","0.0","132.5898"
"2017-03-20","2017","March","3","Technology","265.93","7.0","0.0","63.8232"
"2017-09-23","2017","September","9","Office Supplies","14.352","3.0","20.0","5.2026"
"2017-03-21","2017","March","3","Office Supplies","277.4","5.0","0.0","133.152"
"2017-03-21","2017","March","3","Office Supplies","5.78","1.0","0.0","2.8322"
"2017-12-10","2017","December","12","Office Supplies","10.86","3.0","0.0","5.1042"
"2017-12-10","2017","December","12","Office Supplies","426.79","7.0","0.0","123.7691"
"2017-12-02","2017","December","12","Office Supplies","9.024","6.0","20.0","3.1584"
"2017-12-02","2017","December","12","Office Supplies","69.456","2.0","20.0","22.5732"
"2017-12-02","2017","December","12","Office Supplies","10.86","2.0","0.0","5.3214"
"2017-12-02","2017","December","12","Office Supplies","79.47","3.0","0.0","22.2516"
"2017-12-02","2017","December","12","Office Supplies","10.08","6.0","0.0","5.04"
"2017-04-16","2017","April","4","Office Supplies","13.71","5.0","70.0","-10.054"
"2017-02-10","2017","February","2","Office Supplies","23.12","4.0","0.0","11.3288"
"2017-07-07","2017","July","7","Technology","252.0","4.0","0.0","93.24"
"2017-01-24","2017","January","1","Office Supplies","5.67","3.0","0.0","0.1134"
"2017-03-25","2017","March","3","Office Supplies","176.04","4.0","0.0","45.7704"
"2017-03-25","2017","March","3","Office Supplies","16.02","9.0","0.0","4.4856"
"2017-03-25","2017","March","3","Office Supplies","185.92","4.0","20.0","62.748"
"2017-03-25","2017","March","3","Technology","211.168","4.0","20.0","15.8376"
"2017-03-25","2017","March","3","Technology","479.984","2.0","20.0","59.998"
"2017-08-14","2017","August","8","Office Supplies","5.76","2.0","0.0","2.8224"
"2017-08-14","2017","August","8","Office Supplies","16.68","6.0","0.0","4.3368"
"2017-09-09","2017","September","9","Office Supplies","628.81","7.0","0.0","12.5762"
"2017-09-09","2017","September","9","Office Supplies","56.45","5.0","0.0","14.677"
"2017-04-01","2017","April","4","Office Supplies","94.2","6.0","0.0","23.55"
"2017-04-01","2017","April","4","Office Supplies","28.4","5.0","0.0","13.348"
"2017-10-07","2017","October","10","Technology","1115.91","9.0","0.0","200.8638"
"2017-10-07","2017","October","10","Technology","128.744","7.0","20.0","-28.9674"
"2017-10-07","2017","October","10","Technology","79.92","10.0","20.0","26.973"
"2017-01-20","2017","January","1","Office Supplies","24.2","5.0","0.0","7.986"
"2017-01-20","2017","January","1","Technology","359.976","3.0","20.0","130.4913"
"2017-03-23","2017","March","3","Furniture","211.84","8.0","0.0","76.2624"
"2017-10-12","2017","October","10","Technology","595.0","5.0","0.0","95.2"
"2017-10-12","2017","October","10","Office Supplies","79.872","3.0","20.0","29.952"
"2017-11-09","2017","November","11","Office Supplies","63.56","2.0","0.0","3.178"
"2017-11-09","2017","November","11","Technology","99.99","1.0","0.0","43.9956"
"2017-12-25","2017","December","12","Technology","158.928","7.0","20.0","41.7186"
"2017-12-25","2017","December","12","Office Supplies","13.023","1.0","70.0","-10.4184"
"2017-12-25","2017","December","12","Furniture","273.06","2.0","40.0","-104.673"
"2017-12-25","2017","December","12","Office Supplies","39.312","13.0","20.0","12.7764"
"2017-05-13","2017","May","5","Office Supplies","58.48","8.0","0.0","27.4856"
"2017-12-28","2017","December","12","Furniture","7.4","2.0","0.0","3.034"
"2017-05-28","2017","May","5","Technology","54.368","4.0","20.0","4.0776"
"2017-07-03","2017","July","7","Furniture","545.85","9.0","0.0","114.6285"
"2017-07-17","2017","July","7","Furniture","7.904","2.0","20.0","2.1736"
"2017-03-17","2017","March","3","Office Supplies","18.75","5.0","0.0","9.0"
"2017-03-17","2017","March","3","Technology","119.7","6.0","0.0","31.122"
"2017-03-17","2017","March","3","Office Supplies","9.144","3.0","20.0","3.0861"
"2017-03-17","2017","March","3","Technology","57.06","3.0","0.0","18.2592"
"2017-03-17","2017","March","3","Technology","71.6","8.0","0.0","13.604"
"2017-03-17","2017","March","3","Office Supplies","107.44","8.0","0.0","27.9344"
"2017-03-17","2017","March","3","Office Supplies","7.31","1.0","0.0","3.4357"
"2017-03-17","2017","March","3","Office Supplies","59.1","6.0","0.0","22.458"
"2017-03-17","2017","March","3","Office Supplies","46.53","3.0","0.0","12.0978"
"2017-08-15","2017","August","8","Office Supplies","97.84","2.0","0.0","25.4384"
"2017-12-03","2017","December","12","Office Supplies","83.92","5.0","20.0","29.372"
"2017-12-03","2017","December","12","Office Supplies","14.624","2.0","20.0","5.1184"
"2017-12-03","2017","December","12","Technology","136.99","1.0","0.0","36.9873"
"2017-12-03","2017","December","12","Office Supplies","3.15","1.0","0.0","1.512"
"2017-05-04","2017","May","5","Office Supplies","9.11","1.0","0.0","4.0995"
"2017-05-04","2017","May","5","Office Supplies","571.44","4.0","0.0","165.7176"
"2017-05-04","2017","May","5","Office Supplies","32.4","5.0","0.0","15.552"
"2017-05-04","2017","May","5","Office Supplies","16.91","1.0","0.0","4.5657"
"2017-09-04","2017","September","9","Furniture","1322.352","3.0","20.0","-99.1764"
"2017-06-19","2017","June","6","Office Supplies","11.184","1.0","20.0","0.8388"
"2017-06-19","2017","June","6","Office Supplies","153.584","2.0","20.0","-32.6366"
"2017-12-24","2017","December","12","Office Supplies","1003.62","6.0","0.0","0.0"
"2017-08-28","2017","August","8","Technology","35.168","4.0","20.0","11.4296"
"2017-08-28","2017","August","8","Furniture","1137.75","5.0","0.0","250.305"
"2017-08-28","2017","August","8","Office Supplies","99.68","5.0","20.0","32.396"
"2017-08-28","2017","August","8","Office Supplies","5.56","2.0","0.0","1.4456"
"2017-06-22","2017","June","6","Office Supplies","37.608","3.0","20.0","12.6927"
"2017-06-17","2017","June","6","Office Supplies","12.224","2.0","20.0","4.4312"
"2017-06-17","2017","June","6","Office Supplies","2.304","4.0","80.0","-3.5712"
"2017-06-17","2017","June","6","Office Supplies","9.36","4.0","80.0","-16.38"
"2017-03-02","2017","March","3","Technology","196.776","3.0","20.0","14.7582"
"2017-03-02","2017","March","3","Technology","479.94","6.0","0.0","52.7934"
"2017-12-02","2017","December","12","Office Supplies","45.66","5.0","70.0","-33.484"
"2017-05-02","2017","May","5","Furniture","129.93","3.0","0.0","12.993"
"2017-08-15","2017","August","8","Office Supplies","1801.632","6.0","20.0","-337.806"
"2017-04-16","2017","April","4","Office Supplies","205.92","4.0","0.0","2.0592"
"2017-04-16","2017","April","4","Furniture","102.833","1.0","15.00","-6.049"
"2017-11-19","2017","November","11","Furniture","821.88","6.0","0.0","213.6888"
"2017-11-19","2017","November","11","Office Supplies","21.96","2.0","0.0","10.7604"
"2017-12-21","2017","December","12","Technology","71.0","4.0","0.0","27.69"
"2017-11-01","2017","November","11","Office Supplies","25.12","5.0","20.0","7.85"
"2017-11-01","2017","November","11","Furniture","2665.62","9.0","0.0","239.9058"
"2017-09-07","2017","September","9","Office Supplies","478.08","8.0","0.0","133.8624"
"2017-12-27","2017","December","12","Technology","164.388","2.0","40.0","-35.6174"
"2017-12-27","2017","December","12","Office Supplies","13.248","4.0","20.0","3.6432"
"2017-07-16","2017","July","7","Office Supplies","2.912","2.0","20.0","0.91"
"2017-07-09","2017","July","7","Furniture","526.45","5.0","0.0","31.587"
"2017-06-30","2017","June","6","Office Supplies","248.57","7.0","0.0","67.1139"
"2017-06-30","2017","June","6","Furniture","22.23","1.0","0.0","9.7812"
"2017-11-24","2017","November","11","Technology","79.1","2.0","0.0","39.55"
"2017-11-24","2017","November","11","Office Supplies","327.84","8.0","0.0","157.3632"
"2017-05-13","2017","May","5","Office Supplies","180.96","2.0","0.0","81.432"
"2017-05-13","2017","May","5","Office Supplies","914.97","3.0","0.0","411.7365"
"2017-05-13","2017","May","5","Technology","587.97","3.0","0.0","158.7519"
"2017-05-13","2017","May","5","Office Supplies","530.34","2.0","0.0","95.4612"
"2017-05-13","2017","May","5","Office Supplies","14.94","3.0","0.0","7.3206"
"2017-04-23","2017","April","4","Office Supplies","121.94","2.0","0.0","35.3626"
"2017-04-23","2017","April","4","Office Supplies","122.71","7.0","0.0","36.813"
"2017-04-01","2017","April","4","Office Supplies","5.78","2.0","0.0","2.7166"
"2017-04-01","2017","April","4","Office Supplies","121.68","13.0","20.0","38.025"
"2017-12-22","2017","December","12","Office Supplies","4.17","3.0","0.0","1.0842"
"2017-12-22","2017","December","12","Technology","67.04","4.0","20.0","6.704"
"2017-12-22","2017","December","12","Office Supplies","37.32","3.0","0.0","10.4496"
"2017-12-22","2017","December","12","Office Supplies","18.45","5.0","0.0","8.6715"
"2017-10-22","2017","October","10","Technology","11199.968","4.0","20.0","3919.9888"
"2017-10-22","2017","October","10","Technology","2399.6","8.0","0.0","647.892"
"2017-10-22","2017","October","10","Office Supplies","63.9","5.0","0.0","28.755"
"2017-10-22","2017","October","10","Technology","52.99","1.0","0.0","0.5299"
"2017-11-13","2017","November","11","Technology","60.864","4.0","20.0","9.1296"
"2017-11-13","2017","November","11","Technology","652.995","7.0","70.0","-935.9595"
"2017-11-13","2017","November","11","Office Supplies","11.22","10.0","70.0","-7.48"
"2017-05-15","2017","May","5","Furniture","39.96","2.0","0.0","17.1828"
"2017-05-15","2017","May","5","Furniture","42.624","2.0","20.0","4.2624"
"2017-05-15","2017","May","5","Furniture","220.96","1.0","20.0","24.858"
"2017-06-12","2017","June","6","Office Supplies","19.04","4.0","0.0","9.3296"
"2017-06-12","2017","June","6","Office Supplies","13.128","3.0","20.0","4.2666"
"2017-06-12","2017","June","6","Office Supplies","64.14","3.0","0.0","16.6764"
"2017-06-12","2017","June","6","Furniture","858.24","4.0","10.0","143.04"
"2017-09-17","2017","September","9","Office Supplies","10.776","3.0","20.0","3.5022"
"2017-09-17","2017","September","9","Office Supplies","11.784","3.0","20.0","4.2717"
"2017-09-17","2017","September","9","Office Supplies","164.88","3.0","0.0","80.7912"
"2017-09-17","2017","September","9","Furniture","1292.94","3.0","0.0","77.5764"
"2017-09-17","2017","September","9","Office Supplies","25.584","2.0","20.0","8.9544"
"2017-09-17","2017","September","9","Office Supplies","261.74","2.0","0.0","65.435"
"2017-09-17","2017","September","9","Office Supplies","14.4","5.0","0.0","7.056"
"2017-11-28","2017","November","11","Technology","1979.89","11.0","0.0","494.9725"
"2017-11-28","2017","November","11","Office Supplies","79.96","2.0","0.0","35.982"
"2017-04-14","2017","April","4","Office Supplies","8.76","2.0","0.0","4.2048"
"2017-12-03","2017","December","12","Office Supplies","166.44","3.0","0.0","79.8912"
"2017-11-27","2017","November","11","Office Supplies","8.76","5.0","20.0","0.7665"
"2017-11-27","2017","November","11","Office Supplies","43.584","1.0","20.0","4.3584"
"2017-01-21","2017","January","1","Office Supplies","14.4","5.0","0.0","7.056"
"2017-01-21","2017","January","1","Technology","619.95","5.0","0.0","111.591"
"2017-01-21","2017","January","1","Office Supplies","89.52","4.0","0.0","42.0744"
"2017-01-21","2017","January","1","Technology","350.973","3.0","10.0","152.0883"
"2017-01-21","2017","January","1","Technology","164.99","1.0","0.0","49.497"
"2017-06-29","2017","June","6","Office Supplies","312.552","9.0","20.0","101.5794"
"2017-12-04","2017","December","12","Office Supplies","5.346","3.0","70.0","-4.455"
"2017-07-11","2017","July","7","Technology","132.6","6.0","0.0","17.238"
"2017-06-16","2017","June","6","Office Supplies","16.68","2.0","0.0","4.3368"
"2017-06-16","2017","June","6","Office Supplies","19.44","3.0","0.0","9.3312"
"2017-06-16","2017","June","6","Office Supplies","192.16","4.0","0.0","92.2368"
"2017-10-09","2017","October","10","Furniture","45.888","4.0","20.0","9.1776"
"2017-07-29","2017","July","7","Office Supplies","60.12","9.0","0.0","22.2444"
"2017-08-26","2017","August","8","Technology","71.98","2.0","0.0","15.1158"
"2017-12-21","2017","December","12","Office Supplies","124.36","2.0","0.0","33.5772"
"2017-11-07","2017","November","11","Technology","359.97","5.0","40.0","-71.994"
"2017-11-07","2017","November","11","Furniture","350.352","4.0","40.0","-140.1408"
"2017-12-22","2017","December","12","Office Supplies","1.641","1.0","70.0","-1.3128"
"2017-12-22","2017","December","12","Technology","629.958","7.0","40.0","94.4937"
"2017-02-13","2017","February","2","Office Supplies","6.63","3.0","0.0","1.7901"
"2017-02-13","2017","February","2","Technology","799.96","4.0","0.0","343.9828"
"2017-02-13","2017","February","2","Furniture","107.53","1.0","0.0","21.506"
"2017-04-16","2017","April","4","Office Supplies","477.24","4.0","0.0","9.5448"
"2017-04-16","2017","April","4","Technology","25.98","2.0","0.0","1.5588"
"2017-08-07","2017","August","8","Technology","79.992","1.0","20.0","21.9978"
"2017-10-12","2017","October","10","Technology","0.99","1.0","0.0","0.4356"
"2017-10-12","2017","October","10","Office Supplies","101.84","5.0","20.0","36.917"
"2017-06-22","2017","June","6","Office Supplies","10.332","3.0","70.0","-7.5768"
"2017-06-22","2017","June","6","Office Supplies","31.155","5.0","70.0","-23.8855"
"2017-06-22","2017","June","6","Office Supplies","8.928","2.0","20.0","0.6696"
"2017-01-15","2017","January","1","Office Supplies","34.384","1.0","20.0","3.8682"
"2017-01-15","2017","January","1","Office Supplies","1924.16","8.0","20.0","312.676"
"2017-12-10","2017","December","12","Furniture","19.104","3.0","20.0","5.7312"
"2017-11-11","2017","November","11","Office Supplies","10.368","2.0","20.0","3.6288"
"2017-04-30","2017","April","4","Furniture","23.68","8.0","20.0","6.216"
"2017-04-30","2017","April","4","Technology","2.376","3.0","20.0","0.7425"
"2017-05-06","2017","May","5","Office Supplies","59.2","4.0","0.0","29.6"
"2017-11-20","2017","November","11","Office Supplies","22.0","10.0","0.0","9.68"
"2017-10-20","2017","October","10","Office Supplies","13.36","4.0","0.0","4.1416"
"2017-10-20","2017","October","10","Office Supplies","39.96","2.0","0.0","18.7812"
"2017-10-20","2017","October","10","Office Supplies","145.85","5.0","0.0","70.008"
"2017-11-03","2017","November","11","Furniture","41.37","3.0","0.0","17.3754"
"2017-09-18","2017","September","9","Office Supplies","8.928","2.0","20.0","0.558"
"2017-09-18","2017","September","9","Office Supplies","47.584","2.0","20.0","-2.974"
"2017-01-26","2017","January","1","Office Supplies","15.47","7.0","0.0","4.1769"
"2017-01-26","2017","January","1","Office Supplies","7.16","2.0","0.0","3.4368"
"2017-11-11","2017","November","11","Office Supplies","10.89","1.0","0.0","2.8314"
"2017-11-11","2017","November","11","Office Supplies","19.44","3.0","0.0","9.3312"
"2017-11-11","2017","November","11","Office Supplies","121.6","5.0","20.0","39.52"
"2017-08-31","2017","August","8","Office Supplies","229.544","7.0","20.0","83.2097"
"2017-03-23","2017","March","3","Office Supplies","143.728","2.0","20.0","-32.3388"
"2017-05-18","2017","May","5","Technology","36.048","3.0","20.0","-0.9012"
"2017-11-17","2017","November","11","Office Supplies","50.94","3.0","0.0","14.2632"
"2017-09-10","2017","September","9","Office Supplies","762.594","3.0","80.0","-1143.891"
"2017-04-08","2017","April","4","Furniture","56.28","6.0","0.0","15.7584"
"2017-04-08","2017","April","4","Office Supplies","2690.97","3.0","0.0","1264.7559"
"2017-12-17","2017","December","12","Office Supplies","28.16","4.0","0.0","13.2352"
"2017-08-20","2017","August","8","Office Supplies","40.29","3.0","0.0","10.4754"
"2017-07-25","2017","July","7","Office Supplies","20.23","7.0","0.0","9.5081"
"2017-05-19","2017","May","5","Technology","67.8","4.0","0.0","4.068"
"2017-05-19","2017","May","5","Technology","377.97","3.0","0.0","98.2722"
"2017-05-19","2017","May","5","Furniture","1628.82","9.0","0.0","374.6286"
"2017-05-19","2017","May","5","Office Supplies","286.93","7.0","0.0","140.5957"
"2017-08-12","2017","August","8","Office Supplies","20.736","4.0","20.0","7.2576"
"2017-08-13","2017","August","8","Office Supplies","31.44","3.0","0.0","8.4888"
"2017-08-13","2017","August","8","Office Supplies","83.79","7.0","0.0","22.6233"
"2017-08-13","2017","August","8","Office Supplies","59.52","3.0","0.0","15.4752"
"2017-08-13","2017","August","8","Office Supplies","31.92","4.0","0.0","9.2568"
"2017-06-12","2017","June","6","Furniture","17.088","2.0","20.0","1.068"
"2017-06-15","2017","June","6","Office Supplies","4.26","1.0","0.0","1.7466"
"2017-11-16","2017","November","11","Office Supplies","811.28","8.0","0.0","24.3384"
"2017-12-29","2017","December","12","Office Supplies","6.03","3.0","0.0","2.9547"
"2017-12-18","2017","December","12","Office Supplies","6.63","3.0","0.0","1.7901"
"2017-12-18","2017","December","12","Office Supplies","12.96","2.0","0.0","6.2208"
"2017-12-18","2017","December","12","Office Supplies","32.4","5.0","0.0","15.552"
"2017-11-02","2017","November","11","Office Supplies","23.85","5.0","0.0","10.7325"
"2017-10-23","2017","October","10","Office Supplies","11.56","2.0","0.0","5.6644"
"2017-10-23","2017","October","10","Office Supplies","26.4","5.0","0.0","11.88"
"2017-10-23","2017","October","10","Furniture","69.08","11.0","0.0","29.0136"
"2017-10-23","2017","October","10","Technology","35.88","3.0","0.0","10.0464"
"2017-09-11","2017","September","9","Office Supplies","184.66","7.0","0.0","84.9436"
"2017-11-03","2017","November","11","Office Supplies","8.56","2.0","0.0","3.852"
"2017-11-03","2017","November","11","Office Supplies","52.4","5.0","0.0","14.148"
"2017-11-03","2017","November","11","Office Supplies","14.94","3.0","0.0","6.8724"
"2017-02-19","2017","February","2","Office Supplies","11.22","3.0","0.0","0.2244"
"2017-08-27","2017","August","8","Office Supplies","5.952","1.0","20.0","0.372"
"2017-01-30","2017","January","1","Office Supplies","129.3","2.0","0.0","6.465"
"2017-07-10","2017","July","7","Furniture","18.84","3.0","0.0","7.9128"
"2017-06-04","2017","June","6","Office Supplies","8.64","3.0","0.0","2.5056"
"2017-10-19","2017","October","10","Office Supplies","1633.188","4.0","70.0","-1306.5504"
"2017-11-18","2017","November","11","Furniture","19.76","4.0","0.0","8.2992"
"2017-03-25","2017","March","3","Furniture","90.99","1.0","0.0","14.5584"
"2017-03-25","2017","March","3","Furniture","1526.56","7.0","0.0","427.4368"
"2017-03-25","2017","March","3","Furniture","368.97","3.0","0.0","40.5867"
"2017-11-19","2017","November","11","Office Supplies","305.01","9.0","0.0","76.2525"
"2017-11-19","2017","November","11","Furniture","18.7","1.0","0.0","7.106"
"2017-12-14","2017","December","12","Furniture","26.25","3.0","0.0","11.025"
"2017-12-14","2017","December","12","Office Supplies","64.96","14.0","20.0","22.736"
"2017-12-14","2017","December","12","Office Supplies","43.7","5.0","0.0","20.539"
"2017-11-12","2017","November","11","Technology","41.6","4.0","20.0","13.0"
"2017-11-12","2017","November","11","Office Supplies","23.12","5.0","20.0","8.381"
"2017-11-12","2017","November","11","Furniture","113.888","2.0","20.0","9.9652"
"2017-11-12","2017","November","11","Furniture","113.568","2.0","20.0","-5.6784"
"2017-11-12","2017","November","11","Technology","7.92","2.0","20.0","0.693"
"2017-11-12","2017","November","11","Technology","671.984","2.0","20.0","50.3988"
"2017-06-27","2017","June","6","Furniture","191.646","3.0","10.0","31.941"
"2017-05-04","2017","May","5","Office Supplies","2.313","1.0","70.0","-1.9275"
"2017-04-26","2017","April","4","Office Supplies","20.34","3.0","0.0","9.3564"
"2017-04-26","2017","April","4","Office Supplies","39.28","8.0","0.0","19.2472"
"2017-12-16","2017","December","12","Furniture","81.568","2.0","20.0","9.1764"
"2017-12-16","2017","December","12","Furniture","97.184","2.0","20.0","6.074"
"2017-12-16","2017","December","12","Office Supplies","24.32","5.0","20.0","8.208"
"2017-12-16","2017","December","12","Furniture","18.96","2.0","0.0","7.584"
"2017-11-06","2017","November","11","Office Supplies","499.584","3.0","20.0","43.7136"
"2017-11-06","2017","November","11","Office Supplies","31.104","6.0","20.0","10.8864"
"2017-11-06","2017","November","11","Office Supplies","13.272","8.0","70.0","-10.6176"
"2017-11-06","2017","November","11","Furniture","28.272","2.0","20.0","6.3612"
"2017-11-06","2017","November","11","Office Supplies","259.136","4.0","20.0","-51.8272"
"2017-12-16","2017","December","12","Office Supplies","10.8","5.0","0.0","5.184"
"2017-12-04","2017","December","12","Furniture","188.552","7.0","30.0","-2.6936"
"2017-10-03","2017","October","10","Office Supplies","22.58","2.0","0.0","5.8708"
"2017-03-11","2017","March","3","Office Supplies","895.92","4.0","0.0","421.0824"
"2017-12-16","2017","December","12","Office Supplies","33.376","4.0","20.0","10.43"
"2017-10-13","2017","October","10","Office Supplies","904.9","5.0","0.0","253.372"
"2017-04-17","2017","April","4","Office Supplies","12.03","5.0","70.0","-9.223"
"2017-04-17","2017","April","4","Technology","2549.985","5.0","70.0","-3399.98"
"2017-04-17","2017","April","4","Office Supplies","21.594","2.0","70.0","-15.8356"
"2017-04-17","2017","April","4","Office Supplies","8.964","6.0","70.0","-6.5736"
"2017-04-17","2017","April","4","Office Supplies","20.736","4.0","20.0","7.2576"
"2017-11-17","2017","November","11","Furniture","327.7328","2.0","32.00","-14.4588"
"2017-04-22","2017","April","4","Furniture","254.352","3.0","20.0","0.0"
"2017-12-17","2017","December","12","Furniture","504.9","5.0","0.0","80.784"
"2017-09-16","2017","September","9","Office Supplies","20.736","4.0","20.0","7.2576"
"2017-10-03","2017","October","10","Furniture","171.288","3.0","20.0","-6.4233"
"2017-09-11","2017","September","9","Office Supplies","12.96","2.0","0.0","6.2208"
"2017-09-11","2017","September","9","Office Supplies","22.18","2.0","0.0","10.8682"
"2017-09-11","2017","September","9","Furniture","2054.272","8.0","20.0","256.784"
"2017-11-06","2017","November","11","Office Supplies","13.9","5.0","0.0","3.614"
"2017-11-06","2017","November","11","Office Supplies","26.38","1.0","0.0","12.1348"
"2017-04-02","2017","April","4","Furniture","411.8","2.0","0.0","70.006"
"2017-04-02","2017","April","4","Technology","360.0","4.0","0.0","129.6"
"2017-10-06","2017","October","10","Furniture","41.96","2.0","0.0","2.9372"
"2017-10-06","2017","October","10","Office Supplies","227.84","4.0","0.0","66.0736"
"2017-10-06","2017","October","10","Office Supplies","37.94","2.0","0.0","18.2112"
"2017-10-19","2017","October","10","Office Supplies","8.96","2.0","0.0","4.3008"
"2017-10-19","2017","October","10","Office Supplies","31.5","10.0","0.0","15.12"
"2017-10-19","2017","October","10","Furniture","30.56","2.0","0.0","10.3904"
"2017-10-19","2017","October","10","Furniture","24.368","2.0","20.0","-3.3506"
"2017-03-03","2017","March","3","Office Supplies","26.88","8.0","20.0","9.744"
"2017-03-13","2017","March","3","Office Supplies","90.8","8.0","0.0","25.424"
"2017-03-13","2017","March","3","Technology","140.736","8.0","20.0","49.2576"
"2017-03-13","2017","March","3","Technology","214.95","5.0","0.0","88.1295"
"2017-03-13","2017","March","3","Office Supplies","45.36","7.0","0.0","21.7728"
"2017-03-13","2017","March","3","Office Supplies","288.24","6.0","0.0","138.3552"
"2017-11-30","2017","November","11","Office Supplies","663.936","4.0","20.0","82.992"
"2017-03-10","2017","March","3","Technology","53.982","3.0","40.0","-10.7964"
"2017-09-04","2017","September","9","Office Supplies","12.96","2.0","0.0","6.2208"
"2017-09-04","2017","September","9","Technology","43.176","3.0","20.0","15.1116"
"2017-05-27","2017","May","5","Office Supplies","58.34","2.0","0.0","28.0032"
"2017-05-27","2017","May","5","Technology","539.97","3.0","0.0","134.9925"
"2017-02-09","2017","February","2","Office Supplies","252.784","4.0","80.0","-417.0936"
"2017-02-09","2017","February","2","Technology","127.984","2.0","20.0","15.998"
"2017-02-09","2017","February","2","Furniture","3.984","2.0","60.0","-2.6892"
"2017-02-09","2017","February","2","Office Supplies","12.992","2.0","80.0","-32.48"
"2017-03-31","2017","March","3","Furniture","61.0","5.0","0.0","25.62"
"2017-03-31","2017","March","3","Technology","671.93","7.0","0.0","188.1404"
"2017-04-27","2017","April","4","Office Supplies","33.12","4.0","20.0","11.592"
"2017-04-27","2017","April","4","Furniture","220.2656","4.0","32.00","-42.1096"
"2017-04-14","2017","April","4","Office Supplies","10.776","3.0","20.0","3.5022"
"2017-04-14","2017","April","4","Furniture","242.352","3.0","20.0","9.0882"
"2017-12-22","2017","December","12","Office Supplies","695.16","6.0","0.0","34.758"
"2017-12-22","2017","December","12","Furniture","220.98","1.0","0.0","50.8254"
"2017-03-23","2017","March","3","Office Supplies","25.68","6.0","0.0","11.556"
"2017-07-10","2017","July","7","Office Supplies","298.464","6.0","20.0","26.1156"
